Johnson County, County Clerk's Office,(660) 747-6161,http://www.jococourthouse.com/ELECTED_OFFICIALS/County_Clerk/CountyClerk.htm,ocd-division/country:us/state:mo/county:johnson
Kansas City Board of Elections,,(816) 842-4820,http://www.kceb.org,""
Knox County, County Clerk's Office,(660) 397-2184,http://www.knoxcountymo.org/index.cgi?tag=offices,ocd-division/country:us/state:mo/county:knox
Laclede County, County Clerk's Office,(417) 532-5471,http://www.lacledecountymissouri.org/clerk/,ocd-division/country:us/state:mo/county:laclede
Lafayette County, County Clerk's Office,(660) 259-4315,http://www.lafayettecountyclerk.com/P-56/County-Clerk.aspx,ocd-division/country:us/state:mo/county:lafayette
Lawrence County, County Clerk's Office,(417) 466-2638,"",ocd-division/country:us/state:mo/county:lawrence
Lewis County, County Clerk's Office,(573) 767-5205,"",ocd-division/country:us/state:mo/county:lewis
Lincoln County, County Clerk's Office,"(636) 528-6300, X 1",http://www.lcclerk.com/,ocd-division/country:us/state:mo/county:lincoln
Linn County, County Clerk's Office,(660) 895-5417,"",ocd-division/country:us/state:mo/county:linn
Livingston County, County Clerk's Office,"(660) 646-8000, ext. 3",http://www.livingstoncountymo.com/clerk/countyclerk.htm,ocd-division/country:us/state:mo/county:livingston
Macon County, County Clerk's Office,(660) 385-2913,http://www.maconcountymo.com/Government/CountyClerk/tabid/87/Default.aspx,ocd-division/country:us/state:mo/county:macon
Madison County, County Clerk's Office,(573)783-2176,http://madisoncountymo.us/countyclerk.html,ocd-division/country:us/state:mo/county:madison
Maries County, County Clerk's Office,(573) 422-3388,"",ocd-division/country:us/state:mo/county:maries
Marion County, County Clerk's Office,(573)769-2549,http://marioncountymo.com/departments/county-clerk/,ocd-division/country:us/state:mo/county:marion
McDonald County, County Clerk's Office,(417) 223-7532,http://www.mcdonaldcountygov.com/depts/countyclerk.html,ocd-division/country:us/state:mo/county:mcdonald
Mercer County, County Clerk's Office,(660) 748-3425,"",ocd-division/country:us/state:mo/county:mercer
Miller County, County Clerk's Office,(573) 369-1910,http://www.millercountymissouri.org/CountyClerk.html,ocd-division/country:us/state:mo/county:miller
Mississippi County, County Clerk's Office,(573) 683-2146 ext. 221,http://01f3e4a.netsolhost.com/countyofficeindex/countyclerk.html,ocd-division/country:us/state:mo/county:mississippi
Moniteau County, County Clerk's Office,(573) 796-4661,"",ocd-division/country:us/state:mo/county:moniteau
Monroe County, County Clerk's Office,(660) 327-5106,http://www.parismo.net/county_clerk.htm,ocd-division/country:us/state:mo/county:monroe
Montgomery County, County Clerk's Office,(573) 564-3357,"",ocd-division/country:us/state:mo/county:montgomery
Morgan County, County Clerk's Office,(573) 378-5436 Ext. 132,"",ocd-division/country:us/state:mo/county:morgan
New Madrid County, County Clerk's Office,(573) 748-2524,"",""
Newton County, County Clerk's Office,(417) 451-8221,http://www.newtoncountymo.com/county-clerk.html,ocd-division/country:us/state:mo/county:newton
Nodaway County, County Clerk's Office,(660) 582-2251,"",ocd-division/country:us/state:mo/county:nodaway
Oregon County, County Clerk's Office,(417) 778-7475,"",ocd-division/country:us/state:mo/county:oregon
Osage County, County Clerk's Office,(573) 897-2139,"",ocd-division/country:us/state:mo/county:osage
Ozark County, County Clerk's Office,(417) 679-3516,"",ocd-division/country:us/state:mo/county:ozark
Pemiscot County, County Clerk's Office,(573) 333-4203,"",ocd-division/country:us/state:mo/county:pemiscot
Perry County, County Clerk's Office,(573) 547-4242,http://perrycountymo.us/index.aspx?nid=30,ocd-division/country:us/state:mo/county:perry
Pettis County, County Clerk's Office,"(660) 826-5000, X 918","",ocd-division/country:us/state:mo/county:pettis
Phelps County, County Clerk's Office,(573) 458-6101,http://www.phelpscounty.org/links/elections.htm,ocd-division/country:us/state:mo/county:phelps
Pike County, County Clerk's Office,(573) 324-2412,http://www.pikecountymo.net/County_Clerk.html,ocd-division/country:us/state:mo/county:pike
Platte County Board of Elections,,(816) 858-4400,http://www.co.platte.mo.us/elections/,""
Polk County, County Clerk's Office,(417) 326-4031,"",ocd-division/country:us/state:mo/county:polk
Pulaski County, County Clerk's Office,(573) 774-4701,"",ocd-division/country:us/state:mo/county:pulaski
Putnam County, County Clerk's Office,(660) 947-2674,"",ocd-division/country:us/state:mo/county:putnam
Ralls County, County Clerk's Office,(573) 985-7111,"",ocd-division/country:us/state:mo/county:ralls
Randolph County, County Clerk's Office,(660) 277-4717,http://www.randolphcounty-mo.com/county-clerk/,ocd-division/country:us/state:mo/county:randolph
Ray County, County Clerk's Office,(816) 776-4502,"",ocd-division/country:us/state:mo/county:ray
Reynolds County, County Clerk's Office,"(573) 648-2494, X 12","",ocd-division/country:us/state:mo/county:reynolds
Ripley County, County Clerk's Office,(573) 996-3215,"",ocd-division/country:us/state:mo/county:ripley
Saline County, County Clerk's Office,(660) 886-3331,"",ocd-division/country:us/state:mo/county:saline
Schuyler County, County Clerk's Office,(660) 457-3842,"",ocd-division/country:us/state:mo/county:schuyler
Scotland County, County Clerk's Office,(660) 465-7027,"",ocd-division/country:us/state:mo/county:scotland
Scott County, County Clerk's Office,(573) 545-3549,http://www.scottcountymo.com/countyclerk/,ocd-division/country:us/state:mo/county:scott
Shannon County, County Clerk's Office,(573) 226-3414,"",ocd-division/country:us/state:mo/county:shannon
Shelby County, County Clerk's Office,(573) 633-2181,"",ocd-division/country:us/state:mo/county:shelby
St. Charles County Election Authority,,(636) 949-7550,http://election.sccmo.org/election/,""
St. Clair County, County Clerk's Office,(417) 646-2315,http://www.stclaircountymissouri.com/Pages/CountyClerk.aspx,""
St. Francois County, County Clerk's Office,"(573) 756-5411, X 5",http://www.sfcgov.org/coclerk/,""
St. Louis County Board of Elections,,(314) 615-1800,http://www.stlouisco.com/YourGovernment/Elections,""
St. Louis City Board of Elections,,(314) 622-4336,http://www.stlelections.com/,""
Ste Genevieve County, County Clerk's Office,(573) 883-5779,"",""
Stoddard County, County Clerk's Office,(573) 568-3339,"",ocd-division/country:us/state:mo/county:stoddard
Stone County, County Clerk's Office,(417) 357-6127,http://www.stonecountyclerk.com,ocd-division/country:us/state:mo/county:stone
Sullivan County, County Clerk's Office,(660) 265-3786,"",ocd-division/country:us/state:mo/county:sullivan
Taney County, County Clerk's Office,(417) 546-7203,http://www.taneycounty.org/cgi-bin/County/index.cgi?department=8,ocd-division/country:us/state:mo/county:taney
Texas County, County Clerk's Office,(417) 967-2112,http://www.texascountymissouri.org/departments/county-clerk,ocd-division/country:us/state:mo/county:texas
Vernon County, County Clerk's Office,(417) 448-2500,http://www.vernoncountymo.org/?page_id=19,ocd-division/country:us/state:mo/county:vernon
Warren County, County Clerk's Office,(636) 456-3331,"",ocd-division/country:us/state:mo/county:warren
Washington County, County Clerk's Office,"(573) 438-6111, X 221","",ocd-division/country:us/state:mo/county:washington
Wayne County, County Clerk's Office,(573) 224-5600 ext 4,"",ocd-division/country:us/state:mo/county:wayne
Webster County, County Clerk's Office,(417) 468-2223,http://www.webstercountymo.gov/pages/county_clerks_office,ocd-division/country:us/state:mo/county:webster
Worth County, County Clerk's Office,(660) 564-2219,"",ocd-division/country:us/state:mo/county:worth
Wright County, County Clerk's Office,(417) 741-6661,http://www.wrightcountyclerk.com/index.html,ocd-division/country:us/state:mo/county:wright
